id,name,height,weight,base_experience,types,abilities,moves,gender_rate,male_pct,female_pct,genderless,capture_rate,is_legendary,is_mythical,generation,good_against_types,weak_to_types,resist_to_types,immune_to_types,sprite_url,evolves_from,evolves_to,can_evolve,evolution_details,encounter_locations,encounter_versions,stat_hp,stat_attack,stat_defense,stat_special-attack,stat_special-defense,stat_speed
789,cosmog,2,1,40,psychic,unaware,"teleport,splash",-1,,,True,45,True,False,generation-vii,"fighting,poison","bug,dark,ghost","fighting,psychic",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,,cosmoem,True,cosmoem por level-up (nivel 43),"lake-of-the-moone-area,lake-of-the-sunne-area","moon,sun,ultra-moon,ultra-sun",43,29,31,29,31,37
790,cosmoem,1,9999,140,psychic,sturdy,"teleport,cosmic-power",-1,,,True,45,True,False,generation-vii,"fighting,poison","bug,dark,ghost","fighting,psychic",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,cosmog,"solgaleo,lunala",True,solgaleo por level-up (nivel 53) || lunala por level-up (nivel 53),,,43,29,131,29,131,37
791,solgaleo,34,2300,306,"psychic,steel",full-metal-body,"body-slam,take-down,double-edge,roar,flamethrower,hyper-beam,solar-beam,fire-spin,thunderbolt,thunder-wave,thunder,earthquake,toxic,psychic,agility,teleport,double-team,light-screen,reflect,fire-blast,swift,rest,rock-slide,substitute,snore,protect,scary-face,outrage,endure,swagger,sleep-talk,return,frustration,safeguard,iron-tail,metal-claw,morning-sun,hidden-power,sunny-day,crunch,psych-up,future-sight,facade,helping-hand,superpower,knock-off,endeavor,hyper-voice,rock-tomb,metal-sound,cosmic-power,iron-defense,calm-mind,shock-wave,wake-up-slap,gyro-ball,metal-burst,close-combat,last-resort,flare-blitz,focus-blast,giga-impact,zen-headbutt,flash-cannon,trick-room,iron-head,stone-edge,wide-guard,psyshock,heavy-slam,flame-charge,round,bulldoze,work-up,wild-charge,heat-crash,snarl,noble-roar,confide,mystical-fire,psychic-fangs,sunsteel-strike,steel-beam,expanding-force,steel-roller,meteor-beam,tera-blast",-1,,,True,45,True,False,generation-vii,"fairy,fighting,ice,poison,rock","bug,dark,fighting,fire,ghost,ground","bug,dragon,fairy,fighting,flying,grass,ice,normal,psychic,rock,steel",poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,cosmoem,,False,,"altar-of-the-sunne-area,mahalo-trail-area","sun,ultra-sun",137,137,107,113,89,97
792,lunala,40,1200,306,"psychic,ghost",shadow-shield,"fly,roar,ice-beam,blizzard,hyper-beam,solar-beam,thunderbolt,thunder-wave,thunder,toxic,confusion,psychic,hypnosis,agility,teleport,night-shade,double-team,confuse-ray,light-screen,reflect,swift,dream-eater,sky-attack,rest,substitute,snore,spite,protect,scary-face,icy-wind,endure,swagger,sleep-talk,return,frustration,safeguard,moonlight,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,future-sight,heat-wave,will-o-wisp,facade,helping-hand,trick,magic-coat,cosmic-power,signal-beam,aerial-ace,calm-mind,shock-wave,roost,tailwind,air-slash,focus-blast,giga-impact,shadow-claw,psycho-cut,defog,trick-room,charge-beam,wide-guard,wonder-room,psyshock,telekinesis,magic-room,round,hex,sky-drop,acrobatics,work-up,night-daze,phantom-force,moonblast,confide,dazzling-gleam,moongeist-beam,expanding-force,meteor-beam,poltergeist,dual-wingbeat,tera-blast",-1,,,True,45,True,False,generation-vii,"fighting,ghost,poison,psychic","bug,dark,ghost","bug,fighting,poison,psychic","fighting,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,cosmoem,,False,,"altar-of-the-moone-area,mahalo-trail-area","moon,ultra-moon",137,113,89,137,107,97
793,nihilego,12,555,257,"rock,poison",beast-boost,"pound,bind,headbutt,body-slam,wrap,acid,thunderbolt,thunder-wave,thunder,toxic,psychic,double-team,light-screen,reflect,constrict,psywave,rest,rock-slide,substitute,snore,spite,protect,sludge-bomb,sandstorm,endure,swagger,sleep-talk,return,frustration,safeguard,pain-split,hidden-power,mirror-coat,facade,role-play,magic-coat,knock-off,rock-tomb,tickle,worry-seed,toxic-spikes,poison-jab,power-gem,zen-headbutt,trick-room,cross-poison,gunk-shot,iron-head,stealth-rock,grass-knot,charge-beam,head-smash,guard-split,power-split,wonder-room,psyshock,venoshock,telekinesis,sludge-wave,acid-spray,foul-play,round,echoed-voice,clear-smog,ally-switch,hex,confide,venom-drench,dazzling-gleam,brutal-swing,meteor-beam,corrosive-gas",-1,,,True,45,False,False,generation-vii,"bug,fairy,fire,flying,grass,ice","fighting,grass,ground,psychic,steel,water","bug,fairy,fighting,fire,flying,grass,normal,poison",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,,,False,,"digletts-tunnel-area,ultra-space-ultra-deep-sea,wela-volcano-park-area","moon,sun,ultra-moon,ultra-sun",109,53,47,127,131,103
794,buzzwole,24,3336,257,"bug,fighting",beast-boost,"comet-punch,mega-punch,ice-punch,thunder-punch,body-slam,counter,earthquake,toxic,double-team,harden,focus-energy,leech-life,rest,rock-slide,substitute,snore,reversal,protect,outrage,endure,false-swipe,swagger,sleep-talk,return,frustration,dynamic-punch,vital-throw,hidden-power,facade,focus-punch,taunt,superpower,revenge,brick-break,endeavor,rock-tomb,bulk-up,bounce,roost,hammer-arm,gyro-ball,close-combat,payback,fling,poison-jab,drain-punch,giga-impact,iron-head,stone-edge,bug-bite,smack-down,low-sweep,round,bulldoze,work-up,dual-chop,fell-stinger,confide,power-up-punch,darkest-lariat,high-horsepower,lunge,stomping-tantrum,coaching,dual-wingbeat",-1,,,True,45,False,False,generation-vii,"dark,grass,ice,normal,psychic,rock,steel","fairy,fire,flying,psychic,rock","bug,dark,fighting,grass,ground,rock",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,,,False,,"melemele-meadow-area,ultra-space-ultra-jungle","sun,ultra-sun",107,139,139,53,53,79
795,pheromosa,18,250,257,"bug,fighting",beast-boost,"stomp,double-kick,jump-kick,leer,ice-beam,blizzard,hyper-beam,low-kick,toxic,agility,double-team,swift,high-jump-kick,rest,substitute,triple-kick,snore,protect,icy-wind,outrage,endure,false-swipe,swagger,sleep-talk,return,frustration,rapid-spin,hidden-power,torment,facade,taunt,brick-break,snatch,silver-wind,signal-beam,block,bounce,shock-wave,roost,feint,u-turn,close-combat,assurance,fling,me-first,poison-jab,bug-buzz,focus-blast,giga-impact,bug-bite,quiver-dance,low-sweep,foul-play,round,echoed-voice,quick-guard,electroweb,drill-run,confide,laser-focus,throat-chop,lunge,speed-swap,skitter-smack,coaching,triple-axel",-1,,,True,45,False,False,generation-vii,"dark,grass,ice,normal,psychic,rock,steel","fairy,fire,flying,psychic,rock","bug,dark,fighting,grass,ground,rock",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,,,False,,"ultra-space-ultra-desert,verdant-cavern--trial-site-area,verdant-cavern-trial-site","moon,ultra-moon",71,137,37,137,37,151
796,xurkitree,38,1000,257,electric,beast-boost,"thunder-punch,bind,wrap,hyper-beam,solar-beam,thunder-shock,thunderbolt,thunder-wave,thunder,toxic,hypnosis,double-team,light-screen,reflect,rest,substitute,snore,protect,zap-cannon,endure,swagger,spark,sleep-talk,return,frustration,hidden-power,rain-dance,sunny-day,facade,nature-power,charge,ingrain,magic-coat,tail-glow,signal-beam,calm-mind,shock-wave,gravity,fling,magnet-rise,energy-ball,giga-impact,discharge,power-whip,grass-knot,charge-beam,electro-ball,round,volt-switch,electroweb,wild-charge,ion-deluge,confide,eerie-impulse,electric-terrain,dazzling-gleam,brutal-swing,rising-voltage",-1,,,True,45,False,False,generation-vii,"flying,water",ground,"electric,flying,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,,,False,,"lush-jungle-all-areas,memorial-hill-area,ultra-space-ultra-plant","moon,sun,ultra-moon,ultra-sun",83,89,71,173,71,83
797,celesteela,92,9999,257,"steel,flying",beast-boost,"fly,tackle,body-slam,double-edge,flamethrower,hyper-beam,absorb,mega-drain,leech-seed,solar-beam,earthquake,toxic,double-team,harden,self-destruct,fire-blast,skull-bash,explosion,rest,rock-slide,substitute,snore,protect,giga-drain,endure,swagger,sleep-talk,return,frustration,megahorn,hidden-power,facade,ingrain,superpower,metal-sound,iron-defense,block,shock-wave,gravity,gyro-ball,magnet-rise,seed-bomb,air-slash,energy-ball,giga-impact,zen-headbutt,flash-cannon,iron-head,stone-edge,grass-knot,wide-guard,autotomize,smack-down,heavy-slam,flame-charge,round,acrobatics,bulldoze,confide,smart-strike,brutal-swing,stomping-tantrum,steel-beam,steel-roller,meteor-beam",-1,,,True,45,False,False,generation-vii,"bug,fairy,fighting,grass,ice,rock","electric,fighting,fire,ground,ice,rock","bug,dragon,fairy,fighting,flying,grass,ice,normal,psychic,rock,steel","ground,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,,,False,,"haina-desert-area,malie-garden-area,ultra-space-ultra-crater","moon,ultra-moon",97,101,103,107,101,61
798,kartana,3,1,257,"grass,steel",beast-boost,"guillotine,swords-dance,cut,razor-leaf,toxic,screech,double-team,rest,substitute,snore,protect,detect,giga-drain,endure,false-swipe,swagger,fury-cutter,sleep-talk,return,frustration,synthesis,hidden-power,brick-break,knock-off,air-cutter,aerial-ace,iron-defense,calm-mind,leaf-blade,tailwind,last-resort,night-slash,air-slash,x-scissor,vacuum-wave,giga-impact,psycho-cut,defog,round,sacred-sword,confide,solar-blade,laser-focus,smart-strike,steel-beam",-1,,,True,45,False,False,generation-vii,"fairy,ground,ice,rock,water","bug,fighting,fire,flying,ground,ice,poison","bug,dragon,electric,fairy,flying,grass,ground,ice,normal,psychic,rock,steel,water",poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,,,False,,"alola-route-17-all-areas,malie-garden-area,ultra-space-ultra-forest","sun,ultra-sun",59,181,131,59,31,109
799,guzzlord,55,8880,257,"dark,dragon",beast-boost,"mega-punch,stomp,mega-kick,body-slam,thrash,bite,flamethrower,hyper-beam,dragon-rage,earthquake,toxic,double-team,fire-blast,amnesia,rest,rock-slide,substitute,thief,snore,protect,sludge-bomb,outrage,endure,sleep-talk,return,frustration,iron-tail,hidden-power,crunch,stockpile,swallow,heat-wave,facade,brick-break,knock-off,rock-tomb,iron-defense,dragon-claw,shock-wave,hammer-arm,gyro-ball,payback,fling,wring-out,gastro-acid,last-resort,magnet-rise,poison-jab,dark-pulse,dragon-pulse,dragon-rush,drain-punch,giga-impact,shadow-claw,draco-meteor,iron-head,stone-edge,wide-guard,smack-down,sludge-wave,heavy-slam,round,bulldoze,dragon-tail,dual-chop,heat-crash,steamroller,snarl,belch,high-horsepower,brutal-swing,stomping-tantrum,body-press,steel-roller,lash-out,corrosive-gas",-1,,,True,45,False,False,generation-vii,"dragon,ghost,psychic","bug,dragon,fairy,fighting,ice","dark,electric,fire,ghost,grass,water",psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,,,False,,"resolution-cave-area,ultra-space-ultra-ruin","moon,sun,ultra-moon,ultra-sun",223,101,53,97,53,43
800,necrozma,24,2300,270,psychic,prism-armor,"swords-dance,body-slam,hyper-beam,solar-beam,thunder-wave,earthquake,toxic,confusion,psychic,double-team,light-screen,reflect,swift,rest,rock-slide,slash,substitute,thief,snore,protect,scary-face,outrage,sandstorm,endure,swagger,sleep-talk,return,frustration,metal-claw,morning-sun,moonlight,hidden-power,sunny-day,future-sight,heat-wave,facade,recycle,brick-break,knock-off,imprison,hyper-voice,rock-tomb,cosmic-power,signal-beam,aerial-ace,iron-defense,calm-mind,dragon-dance,rock-blast,shock-wave,gravity,gyro-ball,embargo,fling,wring-out,magnet-rise,rock-polish,dark-pulse,night-slash,x-scissor,dragon-pulse,power-gem,earth-power,giga-impact,shadow-claw,psycho-cut,mirror-shot,flash-cannon,trick-room,iron-head,stone-edge,stealth-rock,charge-beam,psyshock,autotomize,telekinesis,round,stored-power,ally-switch,bulldoze,confide,smart-strike,brutal-swing,psychic-fangs,prismatic-laser,photon-geyser,breaking-swipe,expanding-force,meteor-beam,tera-blast",-1,,,True,255,True,False,generation-vii,"fighting,poison","bug,dark,ghost","fighting,psychic",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,,,False,,"kalos-route-12-area,mount-lanakila-outside,mount-lanakila-peak,ten-carat-hill-farthest-hollow","moon,sun,ultra-moon,ultra-sun",97,107,101,127,89,79
801,magearna,10,805,270,"steel,fairy",soul-heart,"body-slam,take-down,sonic-boom,ice-beam,psybeam,aurora-beam,hyper-beam,solar-beam,thunderbolt,thunder-wave,psychic,agility,double-team,confuse-ray,defense-curl,light-screen,reflect,self-destruct,swift,explosion,rest,tri-attack,substitute,mind-reader,snore,protect,spikes,zap-cannon,lock-on,endure,rollout,false-swipe,swagger,sleep-talk,heal-bell,return,frustration,pain-split,baton-pass,encore,hidden-power,sunny-day,shadow-ball,facade,helping-hand,trick,brick-break,skill-swap,imprison,metal-sound,signal-beam,iron-defense,calm-mind,shock-wave,gravity,gyro-ball,embargo,trump-card,lucky-chant,power-swap,guard-swap,last-resort,heart-swap,magnet-rise,aura-sphere,focus-blast,energy-ball,giga-impact,zen-headbutt,mirror-shot,flash-cannon,trick-room,iron-head,grass-knot,charge-beam,psyshock,heavy-slam,synchronoise,electro-ball,after-you,round,echoed-voice,stored-power,shift-gear,volt-switch,electroweb,disarming-voice,draining-kiss,crafty-shield,misty-terrain,play-rough,confide,eerie-impulse,magnetic-flux,dazzling-gleam,gear-up,speed-swap,fleur-cannon,steel-beam,steel-roller,misty-explosion,tera-blast,ice-spinner,snowscape",-1,,,True,3,False,True,generation-vii,"dark,dragon,fairy,fighting,ice,rock","fighting,fire,ground,poison,steel","bug,dark,dragon,fairy,fighting,flying,grass,ice,normal,psychic,rock,steel","dragon,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,,,False,,hauoli-city-main,"ultra-moon,ultra-sun",80,95,115,130,115,65
802,marshadow,7,222,270,"fighting,ghost",technician,"mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,jump-kick,rolling-kick,hyper-beam,low-kick,counter,toxic,agility,double-team,swift,rest,rock-slide,substitute,thief,snore,reversal,protect,outrage,endure,false-swipe,swagger,sleep-talk,return,frustration,pursuit,hidden-power,psych-up,shadow-ball,will-o-wisp,facade,focus-punch,role-play,superpower,revenge,brick-break,knock-off,endeavor,snatch,blaze-kick,rock-tomb,shadow-punch,bulk-up,bounce,calm-mind,feint,close-combat,payback,assurance,fling,copycat,last-resort,sucker-punch,force-palm,aura-sphere,poison-jab,drain-punch,focus-blast,giga-impact,shadow-claw,shadow-sneak,zen-headbutt,iron-head,stone-edge,grass-knot,smack-down,low-sweep,foul-play,round,echoed-voice,hex,acrobatics,work-up,phantom-force,confide,laser-focus,throat-chop,spectral-thief,skitter-smack,poltergeist,coaching",-1,,,True,3,False,True,generation-vii,"dark,ghost,ice,normal,psychic,rock,steel","dark,fairy,flying,ghost,psychic","bug,dark,poison,rock","fighting,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,,,False,,,,90,125,80,90,90,125
803,poipole,6,18,189,poison,beast-boost,"fury-attack,pin-missile,growl,acid,peck,toxic,rest,substitute,snore,protect,sludge-bomb,endure,charm,sleep-talk,return,frustration,iron-tail,hidden-power,uproar,facade,helping-hand,snatch,signal-beam,covet,gastro-acid,toxic-spikes,poison-jab,dragon-pulse,nasty-plot,gunk-shot,venoshock,sludge-wave,round,echoed-voice,fell-stinger,confide,venom-drench",-1,,,True,45,False,False,generation-vii,"fairy,grass","ground,psychic","bug,fairy,fighting,grass,poison",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,,naganadel,True,naganadel por level-up (con el movimiento dragon-pulse),ultra-megalopolis-area,"ultra-moon,ultra-sun",67,73,67,73,67,73
804,naganadel,36,1500,243,"poison,dragon",beast-boost,"fly,fury-attack,pin-missile,growl,acid,flamethrower,hyper-beam,peck,thunderbolt,toxic,double-team,fire-blast,swift,leech-life,sky-attack,rest,substitute,thief,snore,protect,sludge-bomb,spikes,outrage,endure,charm,sleep-talk,return,frustration,iron-tail,hidden-power,uproar,heat-wave,facade,helping-hand,snatch,air-cutter,signal-beam,aerial-ace,dragon-claw,dragon-dance,shock-wave,tailwind,u-turn,assurance,gastro-acid,toxic-spikes,poison-jab,dark-pulse,air-slash,x-scissor,dragon-pulse,dragon-rush,giga-impact,nasty-plot,shadow-claw,draco-meteor,cross-poison,gunk-shot,venoshock,sludge-wave,round,echoed-voice,ally-switch,hex,sky-drop,acrobatics,dragon-tail,snarl,fell-stinger,confide,venom-drench,laser-focus,throat-chop,smart-strike,breaking-swipe,scale-shot,dual-wingbeat",-1,,,True,45,False,False,generation-vii,"dragon,fairy,grass","dragon,fairy,ground,ice,psychic","bug,electric,fairy,fighting,fire,grass,poison,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,poipole,,False,,,,73,73,73,127,73,121
805,stakataka,55,8200,257,"rock,steel",beast-boost,"bind,stomp,mega-kick,tackle,body-slam,take-down,double-edge,rock-throw,earthquake,toxic,harden,light-screen,reflect,bide,rest,rock-slide,substitute,snore,protect,sandstorm,endure,sleep-talk,return,frustration,safeguard,hidden-power,facade,role-play,superpower,magic-coat,recycle,skill-swap,rock-tomb,iron-defense,block,rock-blast,gravity,gyro-ball,magnet-rise,rock-polish,giga-impact,zen-headbutt,flash-cannon,trick-room,iron-head,stone-edge,stealth-rock,wide-guard,wonder-room,autotomize,telekinesis,magic-room,smack-down,heavy-slam,round,ally-switch,bulldoze,heat-crash,infestation,high-horsepower,brutal-swing,stomping-tantrum,body-press,steel-beam,steel-roller,meteor-beam",-1,,,True,30,False,False,generation-vii,"bug,fairy,fire,flying,ice,rock","fighting,fire,grass,ground,steel,water","bug,dragon,fairy,fire,flying,grass,ice,normal,poison,psychic,rock,steel",poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,,,False,,poni-grove-area,ultra-moon,61,131,211,53,101,13
806,blacephalon,18,130,257,"fire,ghost",beast-boost,"fire-punch,ember,flamethrower,hyper-beam,solar-beam,fire-spin,toxic,psychic,hypnosis,night-shade,double-team,confuse-ray,light-screen,self-destruct,fire-blast,explosion,rest,substitute,thief,snore,spite,protect,endure,swagger,sleep-talk,return,frustration,pain-split,encore,hidden-power,sunny-day,shadow-ball,uproar,heat-wave,torment,will-o-wisp,facade,taunt,trick,magic-coat,recycle,knock-off,astonish,overheat,calm-mind,rock-blast,payback,fling,last-resort,dark-pulse,shadow-claw,zen-headbutt,psyshock,smack-down,flame-burst,flame-charge,foul-play,after-you,round,stored-power,incinerate,quash,confide,mystical-fire,mind-blown,expanding-force",-1,,,True,30,False,False,generation-vii,"bug,ghost,grass,ice,psychic,steel","dark,ghost,ground,rock,water","bug,fairy,fire,grass,ice,poison,steel","fighting,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,,,False,,poni-grove-area,ultra-sun,53,127,53,151,79,107
807,zeraora,15,445,270,electric,volt-absorb,"mega-punch,pay-day,fire-punch,thunder-punch,scratch,mega-kick,hyper-beam,low-kick,thunderbolt,thunder-wave,thunder,toxic,agility,quick-attack,double-team,swift,fury-swipes,rest,slash,substitute,snore,reversal,protect,scary-face,outrage,endure,false-swipe,spark,sleep-talk,return,frustration,iron-tail,hidden-power,fake-out,facade,focus-punch,charge,taunt,helping-hand,superpower,revenge,brick-break,knock-off,endeavor,snatch,blaze-kick,aerial-ace,bulk-up,bounce,calm-mind,shock-wave,close-combat,assurance,fling,aura-sphere,drain-punch,focus-blast,giga-impact,discharge,grass-knot,hone-claws,electro-ball,low-sweep,round,echoed-voice,quick-guard,acrobatics,volt-switch,work-up,electroweb,wild-charge,dual-chop,snarl,play-rough,confide,electric-terrain,power-up-punch,laser-focus,throat-chop,brutal-swing,plasma-fists,rising-voltage,coaching",-1,,,True,3,False,True,generation-vii,"flying,water",ground,"electric,flying,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,,,False,,,,88,112,75,102,80,143
808,meltan,2,80,135,steel,magnet-pull,"headbutt,tail-whip,thunder-shock,thunderbolt,thunder-wave,toxic,harden,acid-armor,rest,substitute,snore,protect,endure,sleep-talk,facade,iron-defense,gyro-ball,flash-cannon,round,steel-beam",-1,,,True,3,False,True,generation-vii,"fairy,ice,rock","fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,,,False,,,,46,65,65,55,35,34
809,melmetal,25,8000,270,steel,iron-fist,"mega-punch,ice-punch,thunder-punch,mega-kick,headbutt,body-slam,tail-whip,ice-beam,hyper-beam,solar-beam,thunder-shock,thunderbolt,thunder-wave,thunder,earthquake,toxic,harden,self-destruct,acid-armor,rest,rock-slide,substitute,snore,protect,endure,sleep-talk,dynamic-punch,facade,superpower,brick-break,rock-tomb,iron-defense,gyro-ball,giga-impact,flash-cannon,discharge,iron-head,heavy-slam,round,electric-terrain,darkest-lariat,high-horsepower,brutal-swing,double-iron-bash,body-press,steel-beam,steel-roller",-1,,,True,3,False,True,generation-vii,"fairy,ice,rock","fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,meltan,,False,,,,135,143,143,80,65,34
810,grookey,3,50,62,grass,"overgrow,grassy-surge","mega-punch,scratch,swords-dance,slam,mega-kick,body-slam,take-down,growl,low-kick,strength,leech-seed,growth,razor-leaf,solar-beam,screech,focus-energy,swift,rest,substitute,thief,snore,protect,giga-drain,endure,false-swipe,attract,sleep-talk,sunny-day,fake-out,uproar,facade,nature-power,taunt,knock-off,endeavor,bullet-seed,magical-leaf,hammer-arm,u-turn,assurance,fling,worry-seed,seed-bomb,drain-punch,energy-ball,leaf-storm,grass-knot,wood-hammer,round,acrobatics,grass-pledge,work-up,grassy-terrain,solar-blade,branch-poke,grassy-glide,tera-blast,trailblaze",1,87.5,12.5,False,45,False,False,generation-viii,"ground,rock,water","bug,fire,flying,ice,poison","electric,grass,ground,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,,thwackey,True,thwackey por level-up (nivel 16),,,50,65,50,40,40,65
811,thwackey,7,140,147,grass,"overgrow,grassy-surge","mega-punch,scratch,swords-dance,slam,mega-kick,body-slam,take-down,double-edge,growl,low-kick,strength,leech-seed,growth,razor-leaf,solar-beam,screech,focus-energy,swift,rest,substitute,thief,snore,protect,scary-face,giga-drain,endure,false-swipe,attract,sleep-talk,sunny-day,fake-out,uproar,facade,taunt,knock-off,endeavor,bullet-seed,magical-leaf,hammer-arm,u-turn,assurance,fling,worry-seed,seed-bomb,drain-punch,energy-ball,leaf-storm,grass-knot,wood-hammer,double-hit,round,acrobatics,grass-pledge,work-up,grassy-terrain,solar-blade,branch-poke,grassy-glide,tera-blast,trailblaze",1,87.5,12.5,False,45,False,False,generation-viii,"ground,rock,water","bug,fire,flying,ice,poison","electric,grass,ground,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,grookey,rillaboom,True,rillaboom por level-up (nivel 35),,,70,85,70,55,60,80
812,rillaboom,21,900,265,grass,"overgrow,grassy-surge","mega-punch,scratch,swords-dance,slam,mega-kick,body-slam,take-down,double-edge,growl,hyper-beam,low-kick,strength,leech-seed,growth,razor-leaf,solar-beam,earthquake,screech,focus-energy,swift,rest,substitute,thief,snore,protect,scary-face,giga-drain,endure,false-swipe,attract,sleep-talk,sunny-day,fake-out,uproar,facade,focus-punch,taunt,superpower,brick-break,knock-off,endeavor,hyper-voice,bullet-seed,frenzy-plant,bulk-up,mud-shot,magical-leaf,hammer-arm,u-turn,assurance,fling,worry-seed,seed-bomb,drain-punch,focus-blast,energy-ball,earth-power,giga-impact,leaf-storm,grass-knot,wood-hammer,double-hit,low-sweep,round,acrobatics,grass-pledge,bulldoze,work-up,snarl,noble-roar,grassy-terrain,boomburst,darkest-lariat,high-horsepower,solar-blade,brutal-swing,stomping-tantrum,body-press,drum-beating,branch-poke,grassy-glide,tera-blast,trailblaze",1,87.5,12.5,False,45,False,False,generation-viii,"ground,rock,water","bug,fire,flying,ice,poison","electric,grass,ground,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,thwackey,,False,,,,100,125,90,60,70,85
813,scorbunny,3,45,62,fire,"blaze,libero","double-kick,mega-kick,sand-attack,headbutt,tackle,take-down,double-edge,growl,ember,flamethrower,low-kick,counter,fire-spin,agility,quick-attack,focus-energy,fire-blast,swift,high-jump-kick,rest,super-fang,substitute,snore,reversal,protect,endure,attract,sleep-talk,baton-pass,sunny-day,heat-wave,facade,taunt,helping-hand,blaze-kick,overheat,bounce,mud-shot,u-turn,assurance,sucker-punch,flare-blitz,fire-fang,gunk-shot,electro-ball,flame-charge,low-sweep,round,ally-switch,acrobatics,fire-pledge,work-up,burning-jealousy,tera-blast,trailblaze,temper-flare",1,87.5,12.5,False,45,False,False,generation-viii,"bug,grass,ice,steel","ground,rock,water","bug,fairy,fire,grass,ice,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,,raboot,True,raboot por level-up (nivel 16),,,50,71,40,40,40,69
814,raboot,6,90,147,fire,"blaze,libero","swords-dance,double-kick,mega-kick,sand-attack,headbutt,tackle,take-down,double-edge,growl,ember,flamethrower,low-kick,counter,fire-spin,agility,quick-attack,focus-energy,fire-blast,swift,high-jump-kick,rest,super-fang,substitute,snore,reversal,protect,endure,attract,sleep-talk,baton-pass,sunny-day,heat-wave,facade,taunt,helping-hand,blaze-kick,weather-ball,overheat,bulk-up,bounce,mud-shot,u-turn,assurance,sucker-punch,flare-blitz,fire-fang,gunk-shot,electro-ball,flame-charge,low-sweep,round,ally-switch,acrobatics,fire-pledge,work-up,burning-jealousy,tera-blast,trailblaze,temper-flare",1,87.5,12.5,False,45,False,False,generation-viii,"bug,grass,ice,steel","ground,rock,water","bug,fairy,fire,grass,ice,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,scorbunny,cinderace,True,cinderace por level-up (nivel 35),,,65,86,60,55,60,94
815,cinderace,14,330,265,fire,"blaze,libero","fire-punch,swords-dance,double-kick,mega-kick,sand-attack,headbutt,tackle,take-down,double-edge,growl,ember,flamethrower,hyper-beam,low-kick,counter,fire-spin,agility,quick-attack,focus-energy,fire-blast,swift,high-jump-kick,rest,super-fang,substitute,snore,reversal,protect,mud-slap,endure,attract,sleep-talk,baton-pass,sunny-day,shadow-ball,heat-wave,will-o-wisp,facade,taunt,helping-hand,revenge,blaze-kick,blast-burn,weather-ball,overheat,bulk-up,bounce,mud-shot,feint,u-turn,assurance,fling,sucker-punch,flare-blitz,focus-blast,giga-impact,fire-fang,zen-headbutt,gunk-shot,iron-head,smack-down,electro-ball,flame-charge,low-sweep,round,ally-switch,acrobatics,fire-pledge,work-up,snarl,court-change,pyro-ball,burning-jealousy,coaching,scorching-sands,tera-blast,trailblaze,temper-flare",1,87.5,12.5,False,45,False,False,generation-viii,"bug,grass,ice,steel","ground,rock,water","bug,fairy,fire,grass,ice,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,raboot,,False,,,,80,116,75,65,75,119
